total,pospercent,BTC_change,BTC_change_L1,BTC_change_L2,BTC_change_L3,BTC_change_L4,SPY_change,SPY_change_L1,SPY_change_L2,SPY_change_L3,SPY_change_L4,VXX_change_L1,VXX_change_L2,VXX_change_L3,VXX_change_L4,XAU_change,XAU_change_L1,XAU_change_L2,XAU_change_L3,XAU_change_L4,change_L1,change_L2,change_L3,change_L4,change
2,1.0,-0.0003713891113354961,2.3212358259527832e-05,-0.00024947060017987965,-0.0004986923821839184,0.0001275887466725134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.092709836021278e-05,9.627392023214831e-05,7.255952322826609e-05,5.581813335786556e-05,3.907422008531114e-05,-0.00020645516482020732,-0.0001376178352714419,0.0,0.00027531144607340075,-0.0004129955947136388
1,1.0,-0.0008898297691677381,0.00025014543339141326,0.0007684784127428568,0.0002096289567465881,0.00021549841288326377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1628099081324486e-05,4.186079610946081e-06,-1.5348722986363583e-05,3.9071003175905616e-05,-4.186177160470095e-07,0.0002751977984176701,0.0014468788755683804,0.0016563146997929934,0.0,-0.0005502441708507
2,1.0,-0.00039718466166294153,-0.000927849489974597,-0.0013170930706917217,-0.0002738337304893923,5.2438995967962754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.364434773360351e-05,0.00011898883206806765,4.547728409654006e-05,5.217604812490784e-05,9.947920612529693e-05,-0.000826730967964262,-0.0005508503752668092,-0.000619322873658068,-0.0008250825082510849,0.0001379025029304426
2,1.0,0.0002627230956955273,0.00023358619038438277,0.000590153206109445,2.9216358823580535e-05,-0.00039718466166294153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.044850981488324e-06,-2.2455392571840704e-05,-3.110184347454581e-05,-1.785186051950216e-05,7.364434773360351e-05,0.0,-6.890848952589845e-05,0.0004825922095830215,0.0001379025029304426,0.0006891323823308149
1,1.0,-8.182732097350431e-05,-0.0001986840106120713,0.00014611253002616564,-0.000514051720612918,-0.00026279827604336337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18785363299046e-05,0.00014285451216577982,4.6039218159155126e-05,-6.472974077686988e-05,-0.00019763774772196818,0.0006875214850463607,0.0005503198734264636,6.879471656584535e-05,-0.00041259799202308933,0.0013740982480248132
1,1.0,0.00014011653024770254,0.0007303065534789432,0.000485158816446285,-8.182732097350431e-05,-0.0001986840106120713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.54250228693509e-05,4.044752818876951e-05,5.579000530442357e-06,8.18785363299046e-05,0.00014285451216577982,0.0005484711367065298,0.0007547169811319421,0.0013740982480248132,0.0006875214850463607,0.0
2,1.0,-0.0002502691848791372,-0.00017457592597980298,0.00030851261991249324,0.0006815203145478232,0.0005420148966674976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.196263414539935e-05,-6.587497599463976e-05,-9.657008727592675e-05,-0.0001283714959465776,-0.00011063840592528962,-0.00027652955409607216,-0.0004146223481447109,-0.0003453992815694029,-6.907508461695411e-05,0.0004840605767237882
2,1.0,-0.000290787277475002,9.306058825919727e-05,0.0003025384136514653,0.00044236712979395243,8.149532275059101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.397888893745375e-05,6.784184753194644e-05,2.3312454029422724e-05,-7.998184286550636e-05,-7.536987767464698e-05,0.00013834128795742195,-0.0003457336467985739,0.000553480005535123,0.0008309098462815356,0.000829932913755993
1,0.0,-0.00020937292808043129,0.0002501468885798275,0.0003782720532607975,0.0003143555710793944,0.00027950527566211747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1349980177998162e-05,-1.0744645817295506e-05,-0.00011343384623208053,-4.8831374520830195e-05,5.162440372075139e-05,-0.0008984725965858198,-0.0006216328222129475,-0.0004832585433207637,-0.00027607150251907075,6.917542888773553e-05
1,0.0,1.7439933960750054e-05,7.557875888042354e-05,0.0002093388381694261,4.65219060024058e-05,-0.00012791887617458197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014699245480609413,-0.00026613486213178383,-0.0001399559034250819,-0.00010422349311955958,-3.3484338398115376e-05,0.0013839872673171438,0.0018024263431544174,0.00013866740622625606,-0.0009697305534390743,0.00048372607283519997
2,1.0,-0.0001865573751377303,-0.0001748669553914839,-0.000285534473917326,-0.00030292438541301703,-0.00041343729437315346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03611160728623e-05,-2.9746235285843525e-05,4.189628156847647e-06,-5.027301037585641e-05,-0.00011086762433587527,0.0007607718376099193,0.0007613510520487754,-0.0002075980900977381,0.00048463029631684584,0.0004146510020732741
1,0.0,1.1672288819042365e-05,-0.00042585711035536544,-0.00039070244801320264,-6.414106369212469e-05,-0.0001865573751377303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.660919935863596e-05,-2.1504394367100055e-05,5.166666899425465e-06,8.993601973883436e-05,4.03611160728623e-05,0.0005517241379311422,0.000828271673108949,0.000828958275766789,0.0004146510020732741,0.0002067824648470662
