total,pospercent,BTC_change,VXX_change,XAU_change,change
8,0.75,199.25,0.0,0.0,1.1048712000976548
12,0.6666666666666666,567.0,0.0,-0.5887499999998909,0.03243804333723673
14,0.5714285714285714,-16.5,0.07749999999999702,5.412499999999909,0.10041841004184852
4,0.5,204.75,0.0,-1.0337500000000546,0.3785952421314432
14,0.5714285714285714,181.0,-0.14499999999999602,-2.839999999999918,-0.06493928177153646
10,1.0,-32.25,0.0,-1.059500000000071,-1.1485826001955037
50,0.8,475.0,0.0,0.0,-0.3149721652505106
3,0.6666666666666666,381.25,0.0,-7.192499999999882,0.5173204112369864
2,1.0,-224.5,0.0,-0.6100000000001273,0.8799760550733274
9,1.0,201.75,-0.5199999999999996,-2.3567500000001473,0.032679738562087904
20,0.8,172.75,0.0,0.5050000000001091,-0.1541554959785502
3,0.6666666666666666,-356.25,0.0,0.6324999999999363,-0.06644027757272426
7,1.0,-27.0,0.0,0.0,0.2373925317592735
8,0.25,-5.75,-0.40500000000000114,-3.3574999999998454,0.21085925144964876
8,0.75,371.25,-0.557500000000001,1.453499999999849,-0.39835828102366977
4,0.75,-13.25,0.0,-0.1974999999999909,0.08679396448122959
24,0.5833333333333334,257.5,2.1999999999999993,-2.2000000000000455,0.3530672719248362
2,1.0,-66.75,-0.3724999999999987,-1.0650000000000546,-0.8311189008876539
13,0.7692307692307693,-99.75,0.0,0.0,-0.15427138908529653
8,1.0,516.25,-0.4775000000000027,0.1775000000000091,0.1847604485219102
22,0.6363636363636364,-205.75,0.0,2.9465000000000146,-0.3859384176524824
2,1.0,-31.0,0.0,-1.6190000000001419,0.2863464792398776
8,0.75,143.5,0.0,1.0832500000001346,0.6440927493559181
16,0.5,66.25,-0.129999999999999,2.223499999999831,0.5895729807125509
26,0.46153846153846156,-95.0,0.0,-1.3449999999998,-0.025551486244799332
22,0.6363636363636364,-86.0,-0.14250000000000185,0.2540000000001328,0.9294147199196087
38,0.5789473684210527,36.25,0.0,0.0,-0.11950108297856792
8,0.75,-71.25,0.0,0.30600000000004,-0.4868549172346568
20,0.4,-176.5,0.0,0.17849999999998545,-0.21342512908778674
10,0.8,0.5,0.0,0.0,1.1398775237979568
10,0.6,-43.75,0.0,1.490000000000009,-0.10105092966855679
12,1.0,-122.25,0.0,0.0,0.032722513089001634
6,0.3333333333333333,449.5,-0.7100000000000009,2.9335000000000946,-1.0806555499892572
8,0.25,-163.75,0.0,0.0,0.7216427212490913
26,0.6153846153846154,-645.25,0.1700000000000017,1.856499999999869,0.3539375553027461
5,1.0,2.5,0.0,0.0,0.8369900861368419
4,0.25,-21.5,0.0,0.0,1.3340218607453176
7,0.5714285714285714,174.5,0.0,-4.165000000000191,-0.15502874491311658
12,1.0,81.0,-0.2525000000000013,0.9414999999999054,0.4672897196261686
22,0.8181818181818182,-50.5,0.0,0.0,0.19882033269268284
18,0.7777777777777778,-41.5,0.21250000000000213,0.24149999999985994,0.1522255373561436
17,0.7647058823529411,-164.75,0.0,0.0,-0.0965685958926051
2,1.0,-91.5,0.0,-0.5450000000000728,-1.339095933116049
7,0.5714285714285714,-1005.0,0.0,7.884999999999991,-0.4723571286008838
18,0.7777777777777778,61.0,0.0,-0.5299999999999727,0.6715309614515378
26,0.6923076923076923,123.25,0.0,-3.261500000000069,-0.41923551171392376
12,0.8333333333333334,35.0,0.0,-1.3315000000000055,-0.01677946193858532
16,0.75,197.0,0.21000000000000085,-0.20899999999983265,-0.28274668205424847
36,0.9444444444444444,92.25,-0.03500000000000014,2.855000000000018,0.2886002886002746
2,1.0,73.5,0.0,-0.7509999999999764,-1.0983331179738922
5,0.6,94.75,0.0,-2.771250000000009,0.15742128935532163
10,0.4,-22.25,0.0,0.0,-0.18313776029301532
14,0.5714285714285714,47.0,0.0,0.0,-0.1881650661821894
8,0.75,-56.0,0.0,0.0,0.19660850331778323
6,0.6666666666666666,-12.75,0.0,-0.13599999999996726,-0.24416517055655795
12,0.8333333333333334,101.0,0.0,-0.3914999999999509,-0.11496140581374986
6,0.6666666666666666,-129.0,0.0,1.0927500000000236,0.27710426047799996
10,1.0,-123.0,0.0,0.0,1.0030612909529135
4,0.5,-152.0,0.0,1.4519999999999982,1.2571204085641399
18,0.7777777777777778,-126.0,0.0,0.0,-0.4071661237784985
26,0.8461538461538461,255.25,-0.822499999999998,1.3880000000001473,-0.3878317779662913
4,1.0,2.5,0.0,0.0,-0.06021375884390591
18,0.7777777777777778,301.5,-0.17999999999999972,0.08750000000009095,-0.3721089993130267
12,1.0,-48.75,0.2925000000000004,0.4600000000000364,0.08956059333893343
10,0.8,-80.5,0.0,0.0,0.6634405245082697
4,0.5,-142.5,0.0,0.6875,-0.1994888099245602
26,0.6153846153846154,-110.75,0.0,-0.44499999999993634,1.0829558323895876
10,0.6,-165.0,0.0,0.0,0.49473904257543777
2,1.0,55.0,-0.08250000000000313,-1.2440000000001419,-0.4264516882813462
14,0.8571428571428571,-126.0,0.0,-0.1682499999999436,1.2458236593238585
2,1.0,57.5,0.0,0.0,-0.37896731406914985
10,0.6,-52.5,0.0,0.7362499999999272,-0.04444162275410596
6,0.6666666666666666,185.25,0.0,-2.2649999999998727,0.1202212070209186
28,0.8214285714285714,87.5,0.0,0.0,-1.8906035388219977
36,0.5555555555555556,646.25,-0.245000000000001,2.611499999999978,0.06447453255963184
18,0.5555555555555556,233.75,-1.2074999999999996,-5.44399999999996,0.24125452352231627
11,0.8181818181818182,283.75,0.33999999999999986,-4.493749999999864,0.35766749696620215
20,0.9,229.5,0.0,0.0,1.6017195950631065
2,0.0,123.25,0.0,0.0,0.10929664395011153
4,1.0,98.0,0.0,0.0,0.09632055480638507
11,0.5454545454545454,-10.25,0.0,0.0,-0.07019783024887549
2,0.0,-90.0,0.0,0.7217499999999291,-0.711887949994211
2,0.0,-189.25,0.0,0.0,-0.06793016778752203
8,0.75,-29.0,0.0,-0.9169999999999163,0.6369426751592276
10,0.7,154.75,-0.23000000000000043,1.2337499999998727,0.006488029585399788
10,0.6,81.5,-0.23499999999999943,1.0475000000001273,-0.4935010773614989
12,0.8333333333333334,156.0,0.0,-0.837500000000091,-0.08434985725409284
44,0.8181818181818182,34.75,0.0,0.20575000000008004,0.3820827574993843
4,0.5,29.5,0.0,-0.4674999999999727,-0.49355864145892725
12,0.5,181.0,0.0,-1.0464999999999236,0.5418719211822688
2,1.0,-59.75,0.0,1.8399999999999181,-0.4892205638474309
6,0.8333333333333334,-138.0,0.15499999999999758,1.399499999999989,-0.09820770930518781
6,0.6666666666666666,540.0,-0.42249999999999943,4.657249999999976,-0.1890482398956912
22,0.8181818181818182,-73.75,0.0,0.24424999999996544,-0.20833333333335002
8,1.0,320.75,0.0,-0.4694999999999254,-0.2924175450526861
62,0.4838709677419355,-110.75,0.0,0.0,-1.00505689001263
6,1.0,49.5,0.0,1.397499999999809,-0.8666480290746412
12,0.8333333333333334,-68.25,-0.5650000000000013,0.9445000000000618,0.012166930283488135
4,1.0,29.5,0.0,0.4892500000000837,1.6966759002770213
14,0.7142857142857143,122.0,0.0,-4.826250000000073,-0.04098024752070871
10,0.6,-63.75,-0.14750000000000085,1.825749999999971,-0.4452506596306127
4,0.5,148.25,0.0,1.04099999999994,0.6485084306096129
6,1.0,98.75,0.0,0.0,-0.45161290322582825
20,0.7,-132.25,0.0,0.0,-0.8030726256983132
6,1.0,35.0,0.0,-1.072499999999991,1.0881593507930682
30,0.8,118.75,0.5399999999999991,2.8530000000000655,0.6578947368421038
44,0.7727272727272727,-346.5,0.0,0.0,-0.1459298267876384
36,0.5555555555555556,531.75,-0.495000000000001,1.2492500000000746,-0.7055378061767801
14,0.42857142857142855,-173.0,0.19000000000000128,-0.25250000000005457,-0.6362494767685266
22,0.6363636363636364,-83.5,0.0,-0.5382500000000618,-0.07491260196438512
32,0.8125,-20.75,0.0,0.0,0.13764067686827258
8,0.75,0.5,0.0,-1.3540000000000418,0.12402673465169323
22,0.9090909090909091,-165.75,0.0,0.0,-0.11423908608731684
104,0.7307692307692307,51.75,0.0,0.0,-0.22573363431150548
6,0.6666666666666666,-20.75,0.0,0.4034999999998945,-1.0147001430987275
7,0.8571428571428571,-81.0,0.0,0.0,-0.33580884727155913
12,0.8333333333333334,-94.25,0.0,0.7042500000000018,-0.5726922204581537
8,0.5,166.75,0.0,2.724999999999909,0.9383193045398135
4,1.0,15.5,0.0,0.0,-0.26243359149972567
10,0.6,-199.0,0.06499999999999773,-0.10249999999996362,-0.8430232558139414
10,0.8,449.75,0.39250000000000185,1.9700000000000273,-0.15919158361018612
5,0.6,-28.5,0.0,-0.5552499999998872,-0.07868852459015527
10,1.0,-328.5,0.019999999999999574,-0.3875000000000455,2.2624434389140258
71,0.7183098591549296,48.75,0.0,0.0,-0.4413770965411956
26,1.0,32.75,0.0,-0.6124999999999545,-0.5532053368044225
6,1.0,-23.0,0.0,-1.1434999999999036,-1.0324716267339304
34,0.7647058823529411,-152.75,0.40000000000000213,2.025000000000091,0.32495296733367757
20,0.5,-188.5,0.0,-0.4907499999999345,1.3446730260889477
10,0.7,-240.0,0.34999999999999787,-0.6062500000000455,-0.2622025010084871
212,0.8490566037735849,9.0,0.0,-1.48174999999992,0.12477125270338188
50,0.76,290.5,0.0,0.0,0.08862442235868
20,0.7,34.75,-0.4800000000000004,0.8000000000001819,0.13526308670362366
96,0.8541666666666666,88.0,0.0,-0.1510000000000673,0.09150653023873877
3,1.0,74.0,0.0,-0.7124999999998636,-0.09460737937558088
14,0.42857142857142855,6.75,0.07250000000000156,1.9349999999999454,-0.5277888844462166
12,0.6666666666666666,97.25,-0.19250000000000256,1.1984999999999673,0.11119605254015345
22,0.7272727272727273,-457.25,0.1075000000000017,0.24099999999998545,0.10361352156456714
4,0.5,-89.75,0.0,1.8100000000001728,-1.0223589061591056
28,0.6785714285714286,62.0,0.0,3.9650000000001455,1.4738910724312277
2,1.0,-413.25,0.0,-3.9372500000001764,0.21623082640718086
12,0.6666666666666666,-159.0,0.0,1.5,-0.10832430630781426
12,0.6666666666666666,-80.25,1.3450000000000024,-5.293249999999944,-0.5172013017201377
36,0.7777777777777778,50.0,0.0,0.0,-0.23099850968704191
10,0.8,20.5,0.0,0.12000000000011823,1.7540928833945797
5,1.0,-172.25,0.0,-2.625,0.5217965653896973
10,0.6,10.25,-0.13000000000000256,0.8039999999998599,-0.3424657534246585
26,0.9230769230769231,246.75,0.0,0.0,-0.0069449267310376425
10,1.0,-156.75,0.0,0.8210000000001401,-0.3589948145193241
6,0.3333333333333333,30.75,0.0,-1.0009999999999764,0.27108003994863933
16,0.5,14.0,0.029999999999997584,3.0417499999998654,0.1697792869269762
6,0.6666666666666666,-166.5,-0.4574999999999996,4.941250000000082,-0.08887065901012296
18,0.5555555555555556,-81.0,-0.10500000000000043,1.1887500000000273,0.2871379106494443
18,1.0,-200.25,0.3400000000000034,-0.5715000000000146,-0.5275719130762444
4,1.0,4.25,0.0,0.0,0.17829645838398409
10,1.0,-90.0,0.129999999999999,-1.7250000000001364,-0.08448494357611767
10,0.8,119.75,0.0,-2.545749999999998,0.09112447603426625
17,0.5294117647058824,-409.0,0.0,0.0,1.2866993673135714
18,0.5555555555555556,67.5,0.0,-0.3357499999999618,-0.7552870090634448
9,0.7777777777777778,271.25,0.0,0.0,-0.2171047530433367
8,1.0,-382.75,0.0,0.0,-0.100502512562803
18,0.8888888888888888,-40.5,0.0,-1.3125,-0.3617231173956084
16,0.75,160.75,0.0,0.4267500000000837,-0.9741500063669993
4,1.0,0.25,0.0,0.0,-0.20808561236624074
2,1.0,-7.5,0.0,0.0,-0.2945508100147249
12,1.0,-154.5,0.0,0.0,-0.2906038101388479
8,0.75,-197.0,0.0,-7.782500000000027,-1.326397919375811
14,0.8571428571428571,-20.0,-0.09499999999999886,3.206000000000131,0.4030957755562635
7,0.7142857142857143,110.0,0.0,-0.9917499999999109,-0.18161027779645691
22,0.7272727272727273,-155.0,-0.15249999999999986,-1.3017500000000837,-0.2575312930466666
6,0.6666666666666666,-103.25,0.0,0.0,0.20657391093019442
26,0.6923076923076923,69.5,0.0,0.0,1.220538720538717
12,0.5,225.5,-0.4125000000000014,-0.6807499999999891,0.04931270418541033
18,0.6666666666666666,-91.0,0.0,0.0,0.15362225097024682
36,1.0,-78.75,0.0,0.0,-0.08978675645342984
4,0.5,-1.0,0.0,0.0,-0.053340445392713154
6,0.3333333333333333,-66.25,0.0,0.0,-0.012045290291494698
22,0.6363636363636364,576.75,0.6199999999999974,1.9895000000001346,-0.7002625984744341
6,0.6666666666666666,110.75,0.0,0.5434999999999945,-0.0563475516988975
10,0.8,7.75,0.1075000000000017,2.1009999999998854,0.9318293281020035
20,0.3,-273.75,0.4825000000000017,4.505000000000109,-0.8248076770560683
36,0.4444444444444444,451.0,0.0,0.0,0.09433962264151302
14,0.5714285714285714,-137.75,0.17249999999999943,1.2272499999999127,-0.4117236566643417
8,0.75,-291.5,0.0,1.1114999999999782,-0.4971590909091062
2,0.0,280.25,0.0,-0.13899999999989632,0.10791068315763916
8,0.5,104.75,0.0,0.0,0.157598499061913
18,0.6666666666666666,-425.25,0.0,0.7334999999998217,-0.41324941191429526
6,1.0,230.75,-0.5900000000000034,-15.221250000000055,0.6709608158883378
18,1.0,183.75,0.0,0.8700000000001182,-0.2079002079001982
6,1.0,-7.25,0.0,1.621499999999969,0.3275420108231387
4,0.0,270.75,0.0,0.0,-0.9607301549177384
2,1.0,-130.0,0.0,0.43249999999989086,-1.5815548780487756
6,0.6666666666666666,-79.25,0.0,0.0,-0.2976387327204146
4,0.5,-673.0,0.0,-0.8537499999999909,0.6870059836005087
30,0.8,527.75,-0.030000000000001137,-0.12824999999998,0.162855397977891
6,1.0,-266.75,0.0,0.0,-0.2334869431643641
22,0.6363636363636364,-225.5,0.23999999999999844,-2.3335000000001855,1.0340632603406268
6,0.6666666666666666,-199.25,0.0,0.9092499999999291,0.9858247422680327
16,0.625,270.5,0.0,0.0,0.20972816003871386
12,1.0,69.0,0.0,0.4639999999999418,0.9718870262866031
36,0.6666666666666666,127.25,0.0,0.08699999999998909,-0.27024813692571115
20,0.6,135.25,0.007500000000000284,-3.111750000000029,-0.15904847520918117
6,0.8333333333333334,293.5,0.0,-5.738749999999982,0.18241042345276312
6,1.0,22.75,0.375,0.7374999999999545,-0.4963258991878329
5,1.0,30.5,0.0,-5.5815000000000055,0.013400335008388612
12,1.0,-10.25,0.0,0.20325000000002547,-0.2536783358701169
8,1.0,-356.5,0.0,-0.3125,0.3049429118502371
18,0.8888888888888888,-231.5,-0.05000000000000071,1.1900000000000546,-1.7483228298434672
6,1.0,31.5,0.0,0.6839999999999691,0.4542076141712825
16,0.625,34.25,0.0,0.09750000000008185,0.393353134783666
40,0.85,166.25,0.09750000000000014,1.6882499999999254,-0.14558395341313685
4,1.0,-72.5,0.0,0.07825000000002547,-0.5305187915340405
10,1.0,147.25,0.0,0.0,-0.6866228994759896
10,0.8,-65.75,0.0,-0.2259999999998854,-0.5172971225347707
22,0.9090909090909091,-182.25,0.0,0.06574999999997999,-0.09549274255156968
16,0.75,145.25,0.0,-1.01949999999988,-0.47118053314402025
28,0.9285714285714286,-1.75,0.0,0.0,-0.2906272705255548
28,0.42857142857142855,-278.25,0.28500000000000014,1.1287500000000819,0.3443641861246611
7,0.8571428571428571,-241.5,-0.16249999999999787,-0.8924999999999272,-0.24828487422411144
4,0.5,-208.75,0.0,0.0,-0.6514015001973957
6,0.6666666666666666,-44.25,0.0,-1.043999999999869,0.13679890560875455
10,0.8,-111.75,0.0,1.5767499999999472,0.2591203545857501
10,0.8,-267.75,0.0,-1.740000000000009,0.21993660650754057
16,1.0,-493.75,0.0,-3.1585000000000036,-1.4225343729539797
8,1.0,231.25,0.0,0.24324999999998909,-0.6332288401254056
2,0.0,106.75,0.0,1.5532499999999345,-0.7158875280317383
8,0.75,-48.5,0.0,0.0,-0.2983961208504292
6,0.8333333333333334,126.25,0.0,1.5199999999999818,0.3418031729652948
12,0.3333333333333333,231.75,0.0,-4.397500000000036,0.10893246187364057
12,0.8333333333333334,115.25,0.0,1.5425000000000182,-1.8677786465120385
22,0.9090909090909091,23.75,0.0,-0.38249999999993634,0.2544363256785123
4,1.0,-83.75,0.0,0.45749999999975444,-0.039075583342620346
9,0.8888888888888888,-68.75,0.0,0.0,0.015612802498046679
6,0.6666666666666666,5.25,0.0,0.3565000000000964,-0.128749839062687
6,0.5,17.0,0.0,0.643500000000131,0.2828546562228035
2,0.0,44.0,0.0,0.0,0.37439161362784673
12,0.5,-48.75,0.0,0.0,0.6116457347904145
22,0.5454545454545454,-48.75,0.05000000000000071,0.9264999999998054,0.23892548107968725
8,0.5,62.5,0.0,0.0,-2.2236834239942556
44,0.5909090909090909,26.0,0.0,0.0,0.4887647581566612
9,0.6666666666666666,26.25,0.0,0.0,-0.7084514085680907
7,1.0,119.25,0.0,0.0,0.01283202874375722
14,0.7142857142857143,-15.25,0.0,0.0,1.0080978350685827
14,0.5714285714285714,99.0,0.0,-0.40249999999991815,-0.015960418162954113
46,0.782608695652174,-82.0,0.0,0.3894999999999982,0.07480053191488538
20,0.7,-80.25,0.047500000000002984,-0.7110000000000127,-0.08332754669816761
70,0.6857142857142857,-125.5,0.0,0.0,-0.4421704251152876
4,1.0,116.75,0.0,0.0,0.14264366254584912
20,1.0,1170.75,0.12750000000000128,1.3302499999999782,-1.2877792378449449
24,0.75,-198.25,0.4450000000000003,0.7524999999998272,0.9123629363019928
8,0.75,56.5,0.0,0.0,2.191268897570923
10,0.8,-52.25,0.0,0.0,-0.5563282336578557
48,0.7083333333333334,-120.25,0.0,-0.25749999999993634,-0.639269406392679
18,0.8888888888888888,16.0,-0.047500000000002984,1.5017499999999018,-0.4362263168174965
10,0.8,92.5,-1.2449999999999974,-0.7525000000000546,-0.28282585148634903
12,0.6666666666666666,16.5,0.0,0.037500000000136424,-0.04069010416668025
52,0.7692307692307693,-70.0,0.0,0.0,-0.10400416016639522
6,0.3333333333333333,-40.75,0.0,-0.2992500000000291,1.2699816768812793
140,0.8,-88.75,0.0,-0.04500000000007276,-0.12324377618928888
26,0.6923076923076923,10.25,0.0,0.0,-0.16582690222590316
14,0.5714285714285714,485.5,0.0,0.0,0.5287464025165663
12,0.6666666666666666,1.0,0.0,0.0,-0.4663642752188274
14,0.8571428571428571,52.0,0.0,0.34600000000000364,0.049293460400914715
18,0.6111111111111112,-21.75,0.0,0.0,0.4285354171918227
16,0.625,256.75,0.0,0.5299999999999727,-0.9433406049171638
20,0.6,-216.0,0.0,-0.4202500000001237,0.3590406434008413
12,1.0,-40.5,0.0,0.6254999999998745,-0.10357327809424027
2,1.0,-7.0,0.0,0.0,0.18681811388431824
4,1.0,48.5,0.0,0.3569999999999709,0.37599033167718876
14,0.8571428571428571,-150.75,0.2525000000000013,0.5334999999997763,-1.4163186999209965
10,0.8,98.25,0.0,0.0,-0.6481986899563362
7,0.5714285714285714,-101.75,-0.017499999999998295,-1.5225000000000364,-0.1010032994411189
14,0.5714285714285714,16.25,0.0,0.75,-0.8656065657861033
12,0.3333333333333333,259.0,0.0,0.9770000000000891,0.18087855297157066
3,0.6666666666666666,-391.75,-0.017500000000001847,1.1024999999999636,-0.17685203379838377
58,0.6206896551724138,153.0,-0.16499999999999915,1.8910000000000764,-0.6654763837039609
26,0.7692307692307693,32.75,0.0,0.0,0.2839423148770848
24,0.5833333333333334,151.75,-0.09499999999999886,-2.8934999999999036,0.4661417322834692
10,0.4,-0.5,-0.14499999999999957,-0.44000000000005457,0.2932059981569958
34,0.7058823529411765,-432.25,0.0,7.3937499999999545,-0.17379679144384597
26,0.7692307692307693,122.0,0.0,-0.28549999999995634,-0.18800065391533355
40,0.7,-526.75,0.0,1.2699999999999818,-0.5409003911125864
64,0.71875,-52.25,0.0,0.024000000000114596,0.31152647975076225
14,0.5714285714285714,-190.0,0.19250000000000256,2.9880000000000564,0.045283995342212634
8,0.75,85.5,0.0,-0.8465000000001055,-0.11331444759205551
3,0.6666666666666666,-395.25,0.0,-0.1017500000000382,1.159207630227442
4,1.0,-127.25,0.0,0.0,1.889255289914802
8,0.5,244.5,0.0,0.0,-0.6306185428686485
7,0.8571428571428571,-4.25,0.0,0.0,-0.9166735486002238
4,0.5,-87.75,0.0,0.11499999999978172,-0.3886097152428977
4,1.0,362.5,0.0,-0.09400000000005093,1.1586387816075059
36,0.7777777777777778,153.0,0.0,0.5597499999998945,0.5319584254030749
16,1.0,68.25,0.0,0.0,-0.5506169563486928
22,1.0,-361.5,0.0,0.0,-0.09506305849547225
2,0.5,23.5,0.0,0.0,-0.29871615609507607
8,0.5,222.25,0.0,0.3792500000001837,-0.24710131153773138
5,1.0,93.25,0.0,3.2280000000000655,-0.4084967320261291
28,0.7142857142857143,175.0,0.0,0.0,0.30780780780782396
8,0.75,11.0,0.0,0.0,-0.25217603514194104
18,1.0,183.5,0.0,-0.4107500000000073,0.5225342913128627
3,0.6666666666666666,-187.75,0.0,2.2987499999999272,-0.28708133971290345
20,0.9,55.75,0.03249999999999886,0.23249999999984539,-0.8285576192777746
10,1.0,-219.75,0.0,-1.2774999999999181,0.0
4,1.0,33.5,0.0,-0.881249999999909,0.32014797951052565
6,0.8333333333333334,218.0,-0.2099999999999973,-0.9250000000001819,-0.08060724121719029
12,0.8333333333333334,168.75,0.0,0.5630000000001019,-0.813676337634587
