Gmt time,Open,High,Low,Close,Volume
01.01.2022 00:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 00:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 00:00:00.000,476.344,477.853,473.864,477.804,1196238754.2724
04.01.2022 00:00:00.000,479.254,479.984,475.604,477.524,1373855743.4082
05.01.2022 00:00:00.000,477.203,477.994,468.303,468.454,1647074264.5263
06.01.2022 00:00:00.000,467.943,470.834,465.443,467.984,1994095275.8790002
07.01.2022 00:00:00.000,467.954,469.213,464.683,466.133,1656145507.8124998
08.01.2022 00:00:00.000,466.133,466.133,466.133,466.133,0
09.01.2022 00:00:00.000,466.133,466.133,466.133,466.133,0
10.01.2022 00:00:00.000,462.704,465.753,456.603,465.494,1726293502.8076
11.01.2022 00:00:00.000,465.233,469.854,462.064,469.784,1599208740.2345002
12.01.2022 00:00:00.000,471.593,473.204,468.953,471.114,1511225479.1260002
13.01.2022 00:00:00.000,472.213,472.904,463.483,464.723,1922773971.5577
14.01.2022 00:00:00.000,461.194,465.094,459.913,464.933,1894473739.624
15.01.2022 00:00:00.000,464.933,464.933,464.933,464.933,0
16.01.2022 00:00:00.000,464.933,464.933,464.933,464.933,0
17.01.2022 00:00:00.000,464.933,464.933,464.933,464.933,0
18.01.2022 00:00:00.000,459.743,459.963,455.353,456.544,1818419006.3477
19.01.2022 00:00:00.000,458.173,459.624,451.473,451.764,1966014221.1914
20.01.2022 00:00:00.000,453.753,458.754,446.273,446.663,1794228225.7079
21.01.2022 00:00:00.000,445.614,448.064,438.033,438.293,2488084976.1963997
22.01.2022 00:00:00.000,438.293,438.293,438.293,438.293,0
23.01.2022 00:00:00.000,438.293,438.293,438.293,438.293,0
24.01.2022 00:00:00.000,432.103,440.124,420.794,439.494,2657475036.6211004
25.01.2022 00:00:00.000,433.123,439.733,427.184,434.304,2691716735.8398
26.01.2022 00:00:00.000,440.713,444.034,428.884,433.584,2403419723.5108
27.01.2022 00:00:00.000,438.264,441.534,429.464,431.333,2702615676.8799
28.01.2022 00:00:00.000,432.723,441.923,427.824,441.923,2634855911.2549996
29.01.2022 00:00:00.000,441.923,441.923,441.923,441.923,0
30.01.2022 00:00:00.000,441.923,441.923,441.923,441.923,0
31.01.2022 00:00:00.000,441.273,450.294,439.824,450.084,2293320632.9344997
01.02.2022 00:00:00.000,450.713,453.644,447.014,453.284,2405679595.9472
02.02.2022 00:00:00.000,455.504,458.134,453.063,457.324,2379373168.9454
03.02.2022 00:00:00.000,450.993,452.984,446.003,446.493,2544374725.3417
04.02.2022 00:00:00.000,446.433,452.793,443.863,449.204,2611354476.9288
05.02.2022 00:00:00.000,449.204,449.204,449.204,449.204,0
06.02.2022 00:00:00.000,449.204,449.204,449.204,449.204,0
07.02.2022 00:00:00.000,449.554,451.004,445.863,447.254,2378389801.0254
08.02.2022 00:00:00.000,446.733,451.933,445.234,450.903,2250008697.5099
09.02.2022 00:00:00.000,455.254,457.814,455.023,457.514,1729747177.1239
10.02.2022 00:00:00.000,451.363,457.714,447.223,449.373,2435717117.3095
11.02.2022 00:00:00.000,449.433,451.614,438.974,440.493,2817783264.1601
12.02.2022 00:00:00.000,440.493,440.493,440.493,440.493,0
13.02.2022 00:00:00.000,440.493,440.493,440.493,440.493,0
14.02.2022 00:00:00.000,440.003,441.614,435.353,439.043,2516180740.3564997
15.02.2022 00:00:00.000,443.733,446.294,443.203,446.104,1818324890.1367
16.02.2022 00:00:00.000,443.973,448.064,441.963,446.664,1921562393.1885002
17.02.2022 00:00:00.000,443.243,443.814,436.433,437.133,1730598632.8123999
18.02.2022 00:00:00.000,437.363,438.673,431.833,434.133,2229009902.9541
19.02.2022 00:00:00.000,434.133,434.133,434.133,434.133,0
20.02.2022 00:00:00.000,434.133,434.133,434.133,434.133,0
21.02.2022 00:00:00.000,434.133,434.133,434.133,434.133,0
22.02.2022 00:00:00.000,431.934,435.513,425.863,429.793,2593003509.5214
23.02.2022 00:00:00.000,432.704,433.274,421.364,422.054,2319920410.1563005
24.02.2022 00:00:00.000,411.064,428.764,410.663,427.833,2965158905.0293
25.02.2022 00:00:00.000,429.663,437.844,427.893,437.703,2295385787.9638
26.02.2022 00:00:00.000,437.703,437.703,437.703,437.703,0
27.02.2022 00:00:00.000,437.703,437.703,437.703,437.703,0
28.02.2022 00:00:00.000,432.084,438.203,430.713,436.614,2536244140.6249
01.03.2022 00:00:00.000,435.074,437.173,427.244,430.114,2656649104.1182027
02.03.2022 00:00:00.000,432.424,439.574,431.594,437.903,2297948695.1817
03.03.2022 00:00:00.000,440.474,441.123,433.863,435.714,2409984296.798702
04.03.2022 00:00:00.000,431.763,433.384,427.893,430.554,2279125798.795199
05.03.2022 00:00:00.000,430.554,430.554,430.554,430.554,0
06.03.2022 00:00:00.000,430.554,430.554,430.554,430.554,0
07.03.2022 00:00:00.000,431.614,431.844,419.393,419.614,2514007197.3799987
08.03.2022 00:00:00.000,419.693,427.204,415.174,416.804,2973718797.684499
09.03.2022 00:00:00.000,425.193,429.534,422.873,427.123,2125530004.5013003
10.03.2022 00:00:00.000,422.524,426.424,420.463,425.504,2224166700.6010013
11.03.2022 00:00:00.000,428.203,428.774,419.563,419.743,2055601798.2953987
12.03.2022 00:00:00.000,419.743,419.743,419.743,419.743,0
