Gmt time,Open,High,Low,Close,Volume
01.01.2022 00:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 01:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 02:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 03:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 04:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 05:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 06:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 07:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 08:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 09:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 10:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 11:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 12:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 13:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 14:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 15:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 16:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 17:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 18:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 19:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 20:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 21:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 22:00:00.000,18.554,18.554,18.554,18.554,0
01.01.2022 23:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 00:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 01:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 02:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 03:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 04:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 05:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 06:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 07:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 08:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 09:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 10:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 11:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 12:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 13:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 14:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 15:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 16:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 17:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 18:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 19:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 20:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 21:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 22:00:00.000,18.554,18.554,18.554,18.554,0
02.01.2022 23:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 00:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 01:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 02:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 03:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 04:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 05:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 06:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 07:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 08:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 09:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 10:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 11:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 12:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 13:00:00.000,18.554,18.554,18.554,18.554,0
03.01.2022 14:00:00.000,18.314,18.654,18.014,18.524,1320750000
03.01.2022 15:00:00.000,18.514,18.564,18.074,18.084,1448250000
03.01.2022 16:00:00.000,18.074,18.443,18.063,18.143,858750000
03.01.2022 17:00:00.000,18.154,18.204,18.033,18.073,344250000
03.01.2022 18:00:00.000,18.064,18.124,17.973,18.003,146250000
03.01.2022 19:00:00.000,18.013,18.054,17.943,18.013,138000000
03.01.2022 20:00:00.000,18.023,18.124,17.893,17.903,246750000
03.01.2022 21:00:00.000,17.903,17.903,17.903,17.903,0
03.01.2022 22:00:00.000,17.903,17.903,17.903,17.903,0
03.01.2022 23:00:00.000,17.903,17.903,17.903,17.903,0
