Gmt time,Open,High,Low,Close,Volume
01.01.2022 00:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 01:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 02:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 03:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 04:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 05:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 06:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 07:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 08:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 09:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 10:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 11:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 12:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 13:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 14:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 15:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 16:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 17:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 18:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 19:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 20:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 21:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 22:00:00.000,474.913,474.913,474.913,474.913,0
01.01.2022 23:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 00:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 01:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 02:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 03:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 04:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 05:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 06:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 07:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 08:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 09:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 10:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 11:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 12:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 13:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 14:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 15:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 16:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 17:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 18:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 19:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 20:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 21:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 22:00:00.000,474.913,474.913,474.913,474.913,0
02.01.2022 23:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 00:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 01:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 02:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 03:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 04:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 05:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 06:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 07:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 08:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 09:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 10:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 11:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 12:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 13:00:00.000,474.913,474.913,474.913,474.913,0
03.01.2022 14:00:00.000,476.344,477.733,473.864,474.944,160488494.873
03.01.2022 15:00:00.000,474.983,476.794,474.783,476.163,277990509.0332
03.01.2022 16:00:00.000,476.183,476.263,474.463,475.384,210375244.1406
03.01.2022 17:00:00.000,475.374,476.004,475.043,475.593,151035003.6621
03.01.2022 18:00:00.000,475.594,476.783,475.344,476.744,124192497.2534
03.01.2022 19:00:00.000,476.753,477.703,476.613,477.223,111660499.5728
03.01.2022 20:00:00.000,477.233,477.853,476.653,477.804,160496505.7373
03.01.2022 21:00:00.000,477.804,477.804,477.804,477.804,0
03.01.2022 22:00:00.000,477.804,477.804,477.804,477.804,0
03.01.2022 23:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 00:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 01:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 02:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 03:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 04:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 05:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 06:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 07:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 08:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 09:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 10:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 11:00:00.000,477.804,477.804,477.804,477.804,0
04.01.2022 12:00:00.000,477.804,477.804,477.804,477.804,0
